,Sno,MovieName,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
1375,"1,376",End of Days,Peter Hyams,,,122,1999,5.8,33
1376,"1,377",Cobra,George P. Cosmatos,,,87,1986,5.8,25
1377,"1,378",Troll,Roar Uthaug,,,101,2022,5.8,62
1378,"1,379",Blade: Trinity,David S. Goyer,,,113,2004,5.8,38
1379,"1,380",Hollow Man,Paul Verhoeven,,,112,2000,5.8,24
1380,"1,381",Journey to the Center of the Earth,Eric Brevig,,,93,2008,5.8,57
1381,"1,382",Over the Top,Menahem Golan,,,93,1987,5.8,40
1382,"1,383",RoboCop 2,Irvin Kershner,,,117,1990,5.8,42
1383,"1,384",Without Remorse,Stefano Sollima,,,109,2021,5.8,41
1384,"1,385",Haywire,Steven Soderbergh,,,93,2011,5.8,67
1385,"1,386",Lake Placid,Steve Miner,,,82,1999,5.8,34
1386,"1,387",The Mortal Instruments: City of Bones,Harald Zwart,,,130,2013,5.8,33
1387,"1,388",Pride and Prejudice and Zombies,Burr Steers,,,108,2016,5.8,45
1388,"1,389",Extinction,Ben Young,,,95,2018,5.8,40
1389,"1,390",Wild Hogs,Walt Becker,,,100,2007,5.8,27
1390,"1,391",Rambo III,Peter MacDonald,,,102,1988,5.8,36
1391,"1,392",Morgan,Luke Scott,,,92,2016,5.8,48
1392,"1,393",The Host,Andrew Niccol,,,125,2013,5.8,35
1393,"1,394",Straw Dogs,Rod Lurie,,,110,2011,5.8,45
1394,"1,395",1941,Steven Spielberg,,,118,1979,5.8,34
1395,"1,396",Resident Evil: Afterlife,Paul W.S. Anderson,,,96,2010,5.8,37
1396,"1,397",Skyscraper,Rawson Marshall Thurber,,,102,2018,5.8,51
1397,"1,398",Into the Storm,Steven Quale,,,89,2014,5.8,44
1398,"1,399",Around the World in 80 Days,Frank Coraci,,,120,2004,5.8,49
1399,"1,400",The Green Hornet,Michel Gondry,,,119,2011,5.8,39
1400,"1,401",Hard to Kill,Bruce Malmuth,,,96,1990,5.8,41
1401,"1,402",The Gunman,Pierre Morel,,,115,2015,5.8,39
1402,"1,403",Striking Distance,Rowdy Herrington,,,102,1993,5.8,36
1403,"1,404",Cirque du Freak: The Vampire's Assistant,Paul Weitz,,,109,2009,5.8,43
1404,"1,405",Reindeer Games,John Frankenheimer,,,104,2000,5.8,37
1405,"1,406",Air America,Roger Spottiswoode,,,113,1990,5.8,33
1406,"1,407",Sudden Death,Peter Hyams,,,111,1995,5.8,
1407,"1,408",Bulletproof,Ernest R. Dickerson,,,84,1996,5.8,30
1408,"1,409",Cradle 2 the Grave,Andrzej Bartkowiak,,,101,2003,5.8,36
1409,"1,410",Firewall,Richard Loncraine,,,105,2006,5.8,45
1410,"1,411",Taxi 3,Gérard Krawczyk,,,84,2003,5.8,
1411,"1,412",Samrat Prithviraj,Chandra Prakash Dwivedi,,,135,2022,5.8,
1412,"1,413",Murder Mystery 2,Jeremy Garelick,,,90,2023,5.7,44
1413,"1,414",The Matrix Resurrections,Lana Wachowski,,,148,2021,5.7,63
1414,"1,415",Strange World,Don Hall,Qui Nguyen,,102,2022,5.7,65
1415,"1,416",Memory,Martin Campbell,,,114,2022,5.7,41
1416,"1,417",Chaos Walking,Doug Liman,,,109,2021,5.7,38
1417,"1,418",The Three Musketeers,Paul W.S. Anderson,,,110,2011,5.7,35
1418,"1,419",Escape Room: Tournament of Champions,Adam Robitel,,,88,2021,5.7,48
1419,"1,420",Mechanic: Resurrection,Dennis Gansel,,,98,2016,5.7,38
1420,"1,421",Planet of the Apes,Tim Burton,,,119,2001,5.7,50
1421,"1,422",X-Men: Dark Phoenix,Simon Kinberg,,,113,2019,5.7,43
1422,"1,423",G.I. Joe: The Rise of Cobra,Stephen Sommers,,,118,2009,5.7,32
1423,"1,424",Fantastic Four,Tim Story,,,106,2005,5.7,40
1424,"1,425",Bloodshot,Dave Wilson,,,109,2020,5.7,44
1425,"1,426",G.I. Joe: Retaliation,Jon M. Chu,,,110,2013,5.7,41
1426,"1,427",Samaritan,Julius Avery,,,102,2022,5.7,45
1427,"1,428",Freddy vs. Jason,Ronny Yu,,,97,2003,5.7,37
1428,"1,429",Underworld: Blood Wars,Anna Foerster,,,91,2016,5.7,23
1429,"1,430",Lara Croft: Tomb Raider,Simon West,,,100,2001,5.7,33
1430,"1,431",Buffy the Vampire Slayer,Fran Rubel Kuzui,,,86,1992,5.7,48
1431,"1,432",Journey 2: The Mysterious Island,Brad Peyton,,,94,2012,5.7,41
1432,"1,433",Crocodile Dundee II,John Cornell,,,108,1988,5.7,41
1433,"1,434",Allegiant,Robert Schwentke,,,120,2016,5.7,33
1434,"1,435",Pan,Joe Wright,,,111,2015,5.7,36
1435,"1,436",Hitman: Agent 47,Aleksander Bach,,,96,2015,5.7,28
1436,"1,437",Only God Forgives,Nicolas Winding Refn,,,90,2013,5.7,37
1437,"1,438",Fool's Gold,Andy Tennant,,,112,2008,5.7,29
1438,"1,439",The Do-Over,Steven Brill,,,108,2016,5.7,22
1439,"1,440",Poseidon,Wolfgang Petersen,,,98,2006,5.7,50
1440,"1,441",Wrath of the Titans,Jonathan Liebesman,,,99,2012,5.7,37
1441,"1,442",Cooties,Jonathan Milott,Cary Murnion,,88,2014,5.7,49
1442,"1,443",Escape from L.A.,John Carpenter,,,101,1996,5.7,54
1443,"1,444",The Darkest Minds,Jennifer Yuh Nelson,,,104,2018,5.7,39
1444,"1,445",Gamer,Mark Neveldine,Brian Taylor,,95,2009,5.7,27
1445,"1,446",Ben-Hur,Timur Bekmambetov,,,123,2016,5.7,38
1446,"1,447",Priest,Scott Stewart,,,87,2011,5.7,41
1447,"1,448",Gemini Man,Ang Lee,,,117,2019,5.7,38
1448,"1,449",Cutthroat Island,Renny Harlin,,,124,1995,5.7,37
1449,"1,450",Battle Los Angeles,Jonathan Liebesman,,,116,2011,5.7,37
1450,"1,451",The Marksman,Robert Lorenz,,,108,2021,5.7,44
1451,"1,452",Race to Witch Mountain,Andy Fickman,,,98,2009,5.7,52
1452,"1,453",Sabotage,David Ayer,,,109,2014,5.7,41
1453,"1,454",Mighty Joe Young,Ron Underwood,,,114,1998,5.7,51
1454,"1,455",Beckett,Ferdinando Cito Filomarino,,,110,2021,5.7,52
1455,"1,456",Bullet to the Head,Walter Hill,,,92,2012,5.7,48
1456,"1,457",Hudson Hawk,Michael Lehmann,,,100,1991,5.7,17
1457,"1,458",Drillbit Taylor,Steven Brill,,,110,2008,5.7,41
1458,"1,459",Red Planet,Antony Hoffman,,,106,2000,5.7,34
1459,"1,460",Close,Vicky Jewson,,,94,2019,5.7,51
1460,"1,461",Nowhere to Run,Robert Harmon,,,94,1993,5.7,41
1461,"1,462",Money Train,Joseph Ruben,,,110,1995,5.7,
1462,"1,463",Bandidas,Joachim Rønning,Espen Sandberg,,93,2006,5.7,
1463,"1,464",The Art of War,Christian Duguay,,,117,2000,5.7,30
1464,"1,465",Armored,Nimród Antal,,,88,2009,5.7,50
1465,"1,466",The Mother,Niki Caro,,,115,2023,5.6,45
1466,"1,467",Jurassic World: Dominion,Colin Trevorrow,,,147,2022,5.6,38
1467,"1,468",The Meg,Jon Turteltaub,,,113,2018,5.6,46
1468,"1,469",Transformers: Age of Extinction,Michael Bay,,,165,2014,5.6,32
1469,"1,470",Pixels,Chris Columbus,,,105,2015,5.6,27
1470,"1,471",Beast,Baltasar Kormákur,,,93,2022,5.6,54
1471,"1,472",Last Seen Alive,Brian Goodman,,,95,2022,5.6,
1472,"1,473",Charlie's Angels,McG,,,98,2000,5.6,52
1473,"1,474",Men in Black: International,F. Gary Gray,,,114,2019,5.6,38
1474,"1,475",Hulk,Ang Lee,,,138,2003,5.6,54
1475,"1,476",Alexander,Oliver Stone,,,175,2004,5.6,40
1476,"1,477",Spy Kids,Robert Rodriguez,,,88,2001,5.6,71
1477,"1,478",Fantastic Four: Rise of the Silver Surfer,Tim Story,,,92,2007,5.6,45
1478,"1,479",Judge Dredd,Danny Cannon,,,96,1995,5.6,
1479,"1,480",The 355,Simon Kinberg,,,122,2022,5.6,40
1480,"1,481",You Don't Mess with the Zohan,Dennis Dugan,,,113,2008,5.6,54
1481,"1,482",The Dark Tower,Nikolaj Arcel,,,95,2017,5.6,34
1482,"1,483",The Pacifier,Adam Shankman,,,95,2005,5.6,30
1483,"1,484",Assassin's Creed,Justin Kurzel,,,115,2016,5.6,36
1484,"1,485",Alien vs. Predator,Paul W.S. Anderson,,,101,2004,5.6,29
1485,"1,486",Pacific Rim: Uprising,Steven S. DeKnight,,,111,2018,5.6,44
1486,"1,487",The Specialist,Luis Llosa,,,110,1994,5.6,
1487,"1,488",R.I.P.D.,Robert Schwentke,,,96,2013,5.6,25
1488,"1,489",Johnny Mnemonic,Robert Longo,,,96,1995,5.6,36
1489,"1,490",Wild Card,Simon West,,,92,2015,5.6,40
1490,"1,491",Machete Kills,Robert Rodriguez,,,107,2013,5.6,41
1491,"1,492",Jay and Silent Bob Reboot,Kevin Smith,,,105,2019,5.6,46
1492,"1,493",Timeline,Richard Donner,,,116,2003,5.6,28
1493,"1,494",Jolt,Tanya Wexler,,,91,2021,5.6,48
1494,"1,495",The Ice Road,Jonathan Hensleigh,,,109,2021,5.6,42
1495,"1,496",Brahmastra Part One: Shiva,Ayan Mukerji,,,167,2022,5.6,57
1496,"1,497",Raw Deal,John Irvin,,,106,1986,5.6,44
1497,"1,498",Double Impact,Sheldon Lettich,,,110,1991,5.6,40
1498,"1,499",Hold the Dark,Jeremy Saulnier,,,125,2018,5.6,63
1499,"1,500",Chain Reaction,Andrew Davis,,,107,1996,5.6,43
1500,"1,501",National Security,Dennis Dugan,,,88,2003,5.6,31
1501,"1,502",MacGruber,Jorma Taccone,,,90,2010,5.6,43
1502,"1,503",Brick Mansions,Camille Delamarre,,,90,2014,5.6,40
1503,"1,504",The Skulls,Rob Cohen,,,106,2000,5.6,24
1504,"1,505",The Pink Panther 2,Harald Zwart,,,92,2009,5.6,36
1505,"1,506",The Contract,Bruce Beresford,,,96,2006,5.6,
1506,"1,507",Survivor,James McTeigue,,,96,2015,5.6,28
1507,"1,508",The Quest,Jean-Claude Van Damme,,,95,1996,5.6,
1508,"1,509",Exit Wounds,Andrzej Bartkowiak,,,101,2001,5.6,39
1509,"1,510",Fire with Fire,David Barrett,,,97,2012,5.6,
1510,"1,511",Bad Company,Joel Schumacher,,,116,2002,5.6,37
1511,"1,512",12 Rounds,Renny Harlin,,,108,2009,5.6,38
1512,"1,513",Sleepless,Baran bo Odar,,,95,2017,5.6,34
1513,"1,514",Metro,Thomas Carter,,,117,1997,5.6,41
1514,"1,515",Bang Bang,Siddharth Anand,,,153,2014,5.6,
1515,"1,516",Once There Was a Tiger,Mathur Goswami,Kabir Khan,,132,2012,5.6,
1516,"1,517",Baywatch,Seth Gordon,,,116,2017,5.5,37
1517,"1,518",Shotgun Wedding,Jason Moore,,,101,2022,5.5,46
1518,"1,519",Infinite,Antoine Fuqua,,,106,2021,5.5,28
1519,"1,520",Willy's Wonderland,Kevin Lewis,,,88,2021,5.5,44
1520,"1,521",Spiderhead,Joseph Kosinski,,,106,2022,5.5,54
1521,"1,522",The Core,Jon Amiel,,,135,2003,5.5,48
1522,"1,523",George of the Jungle,Sam Weisman,,,92,1997,5.5,53
1523,"1,524",Green Lantern,Martin Campbell,,,114,2011,5.5,39
1524,"1,525",The Cloverfield Paradox,Julius Onah,,,102,2018,5.5,37
1525,"1,526",The Scorpion King,Chuck Russell,,,92,2002,5.5,45
1526,"1,527",Sweet Girl,Brian Andrew Mendoza,,,110,2021,5.5,46
1527,"1,528",Snakes on a Plane,David R. Ellis,,,105,2006,5.5,58
1528,"1,529",Pompeii,Paul W.S. Anderson,,,105,2014,5.5,39
1529,"1,530",Resident Evil: The Final Chapter,Paul W.S. Anderson,,,107,2016,5.5,49
1530,"1,531",Virtuosity,Brett Leonard,,,106,1995,5.5,39
1531,"1,532",Seventh Son,Sergei Bodrov,,,102,2014,5.5,30
1532,"1,533",Your Highness,David Gordon Green,,,102,2011,5.5,31
1533,"1,534",Volcano,Mick Jackson,,,104,1997,5.5,55
1534,"1,535",Mortdecai,David Koepp,,,107,2015,5.5,27
1535,"1,536",Eight Legged Freaks,Ellory Elkayem,,,99,2002,5.5,53
1536,"1,537",Lara Croft: Tomb Raider - The Cradle of Life,Jan de Bont,,,117,2003,5.5,43
1537,"1,538",Peninsula,Sang-ho Yeon,,,116,2020,5.5,51
1538,"1,539",Star Trek V: The Final Frontier,William Shatner,,,107,1989,5.5,43
1539,"1,540",Under Siege 2: Dark Territory,Geoff Murphy,,,100,1995,5.5,52
1540,"1,541",Beverly Hills Cop III,John Landis,,,104,1994,5.5,16
1541,"1,542",The Bounty Hunter,Andy Tennant,,,110,2010,5.5,22
1542,"1,543",The Happytime Murders,Brian Henson,,,91,2018,5.5,27
1543,"1,544",Collateral Damage,Andrew Davis,,,108,2002,5.5,33
1544,"1,545",Stolen,Simon West,,,96,2012,5.5,43
1545,"1,546",Beverly Hills Ninja,Dennis Dugan,,,88,1997,5.5,27
1546,"1,547",Babylon A.D.,Mathieu Kassovitz,,,90,2008,5.5,26
1547,"1,548",Cop Out,Kevin Smith,,,107,2010,5.5,31
1548,"1,549",Fighting,Dito Montiel,,,105,2009,5.5,61
1549,"1,550",Whiteout,Dominic Sena,,,101,2009,5.5,
1550,"1,551",The Man,Les Mayfield,,,83,2005,5.5,33
1551,"1,552",Showtime,Tom Dey,,,95,2002,5.5,32
1552,"1,553",Taxi 4,Gérard Krawczyk,,,91,2007,5.5,
1553,"1,554",Gunjan Saxena: The Kargil Girl,ALi Khan AK,Sharan Sharma,,112,2020,5.5,
1554,"1,555",65,Scott Beck,Bryan Woods,,93,2023,5.4,40
1555,"1,556",Wonder Woman 1984,Patty Jenkins,,,151,2020,5.4,60
1556,"1,557",Gods of Egypt,Alex Proyas,,,127,2016,5.4,25
1557,"1,558",The Mummy,Alex Kurtzman,,,110,2017,5.4,34
1558,"1,559",Batman Forever,Joel Schumacher,,,121,1995,5.4,51
1559,"1,560",The Forever Purge,Everardo Gout,,,103,2021,5.4,53
1560,"1,561",Ava,Tate Taylor,,,96,2020,5.4,39
1561,"1,562",Snake Eyes,Robert Schwentke,,,121,2021,5.4,43
1562,"1,563",Godzilla,Roland Emmerich,,,139,1998,5.4,32
1563,"1,564",Maximum Overdrive,Stephen King,,,98,1986,5.4,24
1564,"1,565",Drive Angry,Patrick Lussier,,,104,2011,5.4,44
1565,"1,566",Æon Flux,Karyn Kusama,,,93,2005,5.4,36
1566,"1,567",Vampire Academy,Mark Waters,,,104,2014,5.4,31
1567,"1,568",Big Game,Jalmari Helander,,,110,2014,5.4,53
1568,"1,569","Game Over, Man!",Kyle Newacheck,,,101,2018,5.4,32
1569,"1,570",Killers,Robert Luketic,,,100,2010,5.4,21
1570,"1,571",Blackhat,Michael Mann,,,133,2015,5.4,51
1571,"1,572",Outside the Wire,Mikael Håfström,,,114,2021,5.4,45
1572,"1,573",Season of the Witch,Dominic Sena,,,95,2011,5.4,28
1573,"1,574",The Tuxedo,Kevin Donovan,,,98,2002,5.4,30
1574,"1,575",The Spy Next Door,Brian Levant,,,94,2010,5.4,27
1575,"1,576",D3: The Mighty Ducks,Robert Lieberman,,,104,1996,5.4,
1576,"1,577",The Last Legion,Doug Lefler,,,101,2007,5.4,37
1577,"1,578",The Man with the Iron Fists,RZA,,,95,2012,5.4,51
1578,"1,579",Pathfinder,Marcus Nispel,,,99,2007,5.4,29
1579,"1,580",Battle for the Planet of the Apes,J. Lee Thompson,,,93,1973,5.4,40
1580,"1,581",Killing Season,Mark Steven Johnson,,,91,2013,5.4,25
1581,"1,582",Bulletproof Monk,Paul Hunter,,,104,2003,5.4,40
1582,"1,583",I Spy,Betty Thomas,,,97,2002,5.4,35
1583,"1,584",Dhoom 3,Vijay Krishna Acharya,,,172,2013,5.4,61
1584,"1,585",Masters of the Universe,Gary Goddard,,,106,1987,5.3,35
1585,"1,586",Geostorm,Dean Devlin,,,109,2017,5.3,21
1586,"1,587",The Predator,Shane Black,,,107,2018,5.3,48
1587,"1,588",The New Mutants,Josh Boone,,,94,2020,5.3,43
1588,"1,589",Point Break,Ericson Core,,,114,2015,5.3,34
1589,"1,590",Ghost Rider,Mark Steven Johnson,,,110,2007,5.3,35
1590,"1,591",Jupiter Ascending,Lana Wachowski,Lilly Wachowski,,127,2015,5.3,40
1591,"1,592",Daredevil,Mark Steven Johnson,,,103,2003,5.3,42
1592,"1,593",Tank Girl,Rachel Talalay,,,104,1995,5.3,46
1593,"1,594",Robin Hood,Otto Bathurst,,,116,2018,5.3,32
1594,"1,595",Congo,Frank Marshall,,,109,1995,5.3,22
1595,"1,596",Resident Evil: Retribution,Paul W.S. Anderson,,,95,2012,5.3,39
1596,"1,597",Red Dawn,Dan Bradley,,,93,2012,5.3,31
1597,"1,598",The Karate Kid Part III,John G. Avildsen,,,112,1989,5.3,36
1598,"1,599",Land of the Lost,Brad Silberling,,,102,2009,5.3,32
1599,"1,600",Max Payne,John Moore,,,100,2008,5.3,31
1600,"1,601",Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,,,100,2002,5.3,66
1601,"1,602",One for the Money,Julie Anne Robinson,,,91,2012,5.3,22
1602,"1,603",Spy Hard,Rick Friedberg,,,81,1996,5.3,25
1603,"1,604",The Colony,Jeff Renfroe,,,95,2013,5.3,28
1604,"1,605",Hollywood Homicide,Ron Shelton,,,116,2003,5.3,47
1605,"1,606",Bangkok Dangerous,Danny Pang,Oxide Chun Pang,,99,2008,5.3,24
1606,"1,607",Universal Soldier: Regeneration,John Hyams,,,97,2009,5.3,70
1607,"1,608",The Way to Paradise,Enzo Zelocchi,,,85,2011,5.3,
1608,"1,609",F9: The Fast Saga,Justin Lin,,,143,2021,5.2,58
1609,"1,610",Transformers: The Last Knight,Michael Bay,,,154,2017,5.2,27
1610,"1,611",Morbius,Daniel Espinosa,,,104,2022,5.2,35
1611,"1,612",The Covenant,Renny Harlin,,,97,2006,5.2,19
1612,"1,613",Resident Evil: Welcome to Raccoon City,Johannes Roberts,,,107,2021,5.2,44
1613,"1,614",Hellboy,Neil Marshall,,,120,2019,5.2,31
1614,"1,615",Legion,Scott Stewart,,,100,2010,5.2,32
1615,"1,616",The Mummy: Tomb of the Dragon Emperor,Rob Cohen,,,112,2008,5.2,31
1616,"1,617",xXx: Return of Xander Cage,D.J. Caruso,,,107,2017,5.2,42
1617,"1,618",Spawn,Mark A.Z. Dippé,,,96,1997,5.2,34
1618,"1,619",The 5th Wave,J Blakeson,,,112,2016,5.2,33
1619,"1,620",Mighty Morphin Power Rangers,Bryan Spicer,,,95,1995,5.2,40
1620,"1,621",Independence Day: Resurgence,Roland Emmerich,,,120,2016,5.2,32
1621,"1,622",Monster Hunter,Paul W.S. Anderson,,,103,2020,5.2,47
1622,"1,623",The Bad Batch,Ana Lily Amirpour,,,118,2016,5.2,62
1623,"1,624",Paul Blart: Mall Cop,Steve Carr,,,91,2009,5.2,39
1624,"1,625",Doom,Andrzej Bartkowiak,,,105,2005,5.2,34
1625,"1,626",Lost in Space,Stephen Hopkins,,,130,1998,5.2,42
1626,"1,627",Big Momma's House,Raja Gosnell,,,99,2000,5.2,33
1627,"1,628",A Good Day to Die Hard,John Moore,,,98,2013,5.2,28
1628,"1,629",The First Purge,Gerard McMurray,,,97,2018,5.2,54
1629,"1,630",The Transporter Refueled,Camille Delamarre,,,96,2015,5.2,32
1630,"1,631",The Medallion,Gordon Chan,,,88,2003,5.2,38
1631,"1,632",Alex Cross,Rob Cohen,,,101,2012,5.2,30
1632,"1,633",Mutant Chronicles,Simon Hunter,,,111,2008,5.2,
1633,"1,634",Beast,Nelson Dilipkumar,,,155,2022,5.2,
1634,"1,635",Bachchhan Paandey,Farhad Samji,,,147,2022,5.2,
1635,"1,636",Moonfall,Roland Emmerich,,,130,2022,5.1,41
1636,"1,637",Conan the Barbarian,Marcus Nispel,,,113,2011,5.1,36
1637,"1,638",Red Sonja,Richard Fleischer,,,89,1985,5.1,35
1638,"1,639",Eragon,Stefen Fangmeier,,,104,2006,5.1,38
1639,"1,640","I, Frankenstein",Stuart Beattie,,,92,2014,5.1,30
1640,"1,641","10,000 BC",Roland Emmerich,,,109,2008,5.1,34
1641,"1,642",Stealth,Rob Cohen,,,121,2005,5.1,35
1642,"1,643",Agent Cody Banks,Harald Zwart,,,102,2003,5.1,41
1643,"1,644",Abduction,John Singleton,,,106,2011,5.1,25
1644,"1,645",Miss Congeniality 2: Armed & Fabulous,John Pasquin,,,115,2005,5.1,34
1645,"1,646",G-Force,Hoyt Yeatman,,,88,2009,5.1,41
1646,"1,647",Cats & Dogs,Lawrence Guterman,,,87,2001,5.1,47
1647,"1,648",Hot Pursuit,Anne Fletcher,,,87,2015,5.1,31
1648,"1,649",Stormbreaker,Geoffrey Sax,,,93,2006,5.1,42
1649,"1,650",Get Carter,Stephen Kay,,,102,2000,5.1,24
1650,"1,651",Charlie's Angels,Elizabeth Banks,,,118,2019,5.0,52
1651,"1,652",The Twilight Saga: Eclipse,David Slade,,,124,2010,5.0,58
1652,"1,653",Shadow in the Cloud,Roseanne Liang,,,83,2020,5.0,66
1653,"1,654",How It Ends,David M. Rosenthal,,,113,2018,5.0,36
1654,"1,655",Superman III,Richard Lester,,,125,1983,5.0,44
1655,"1,656",Cyborg,Albert Pyun,,,86,1989,5.0,24
1656,"1,657",The Phantom,Simon Wincer,,,100,1996,5.0,53
1657,"1,658",Virus,John Bruno,,,99,1999,5.0,19
1658,"1,659",See No Evil,Gregory Dark,,,84,2006,5.0,17
1659,"1,660",Dilwale,Rohit Shetty,,,158,2015,5.0,
1660,"1,661",Wild Wild West,Barry Sonnenfeld,,,106,1999,4.9,38
1661,"1,662",The Darkest Hour,Chris Gorak,,,89,2011,4.9,18
1662,"1,663",Dracula 2000,Patrick Lussier,,,99,2000,4.9,26
1663,"1,664",Charlie's Angels: Full Throttle,McG,,,106,2003,4.9,48
1664,"1,665",The Cold Light of Day,Mabrouk El Mechri,,,93,2012,4.9,22
1665,"1,666",Ghosts of Mars,John Carpenter,,,98,2001,4.9,35
1666,"1,667",Blues Brothers 2000,John Landis,,,123,1998,4.9,
1667,"1,668",Happy New Year,Farah Khan,,,180,2014,4.9,
1668,"1,669",Anaconda,Luis Llosa,,,89,1997,4.8,37
1669,"1,670",The Ridiculous 6,Frank Coraci,,,119,2015,4.8,18
1670,"1,671",DOA: Dead or Alive,Corey Yuen,,,87,2006,4.8,38
1671,"1,672",After Earth,M. Night Shyamalan,,,100,2013,4.8,33
1672,"1,673",Teenage Mutant Ninja Turtles III,Stuart Gillard,,,96,1993,4.8,40
1673,"1,674",Crocodile Dundee in Los Angeles,Simon Wincer,,,95,2001,4.8,37
1674,"1,675",Tekken,Dwight H. Little,,,92,2010,4.8,
1675,"1,676",Double Team,Hark Tsui,,,93,1997,4.8,44
1676,"1,677",Shamshera,Karan Malhotra,,,178,2022,4.8,
1677,"1,678",Godsend,Frank M. Calo,Nick Hamm,,102,2004,4.8,24
1678,"1,679",Howard the Duck,Willard Huyck,,,110,1986,4.7,28
1679,"1,680",Zoolander 2,Ben Stiller,,,101,2016,4.7,34
1680,"1,681",Elektra,Rob Bowman,,,97,2005,4.7,34
1681,"1,682",Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,,,97,2004,4.7,40
1682,"1,683",The Spirit,Frank Miller,,,103,2008,4.7,30
1683,"1,684",The Marine,John Bonito,,,92,2006,4.7,45
1684,"1,685",Jonah Hex,Jimmy Hayward,,,81,2010,4.7,33
1685,"1,686",Snatched,Jonathan Levine,,,90,2017,4.7,45
1686,"1,687",Ra.One,Anubhav Sinha,,,156,2011,4.7,60
1687,"1,688",Bodyguard,Siddique,,,130,2011,4.7,41
1688,"1,689",Bharat,Ali Abbas Zafar,,,150,2019,4.7,
1689,"1,690",Superhero Movie,Craig Mazin,,,75,2008,4.6,33
1690,"1,691",Interceptor,Matthew Reilly,,,99,2022,4.6,51
1691,"1,692",Aliens vs. Predator: Requiem,Colin Strause,Greg Strause,,94,2007,4.6,29
1692,"1,693",Shehzada,Rohit Dhawan,,,142,2023,4.6,
1693,"1,694",Driven,Renny Harlin,,,116,2001,4.6,29
1694,"1,695",Thunder Force,Ben Falcone,,,106,2021,4.5,34
1695,"1,696",Species II,Peter Medak,,,93,1998,4.5,19
1696,"1,697",Home Alone 3,Raja Gosnell,,,102,1997,4.5,
1697,"1,698",Taxi,Tim Story,,,97,2004,4.5,27
1698,"1,699",Skyline,Colin Strause,Greg Strause,,92,2010,4.5,26
1699,"1,700",xXx: State of the Union,Lee Tamahori,,,101,2005,4.5,37
1700,"1,701",The Next Karate Kid,Christopher Cain,,,107,1994,4.5,36
1701,"1,702",Kangaroo Jack,David McNally,,,89,2003,4.5,16
1702,"1,703",Jason X,James Isaac,,,92,2001,4.4,25
1703,"1,704",Cell,Tod Williams,,,98,2016,4.4,38
1704,"1,705",Paul Blart: Mall Cop 2,Andy Fickman,,,94,2015,4.4,13
1705,"1,706","Big Mommas: Like Father, Like Son",John Whitesell,,,107,2011,4.4,22
1706,"1,707",Fantastic Four,Josh Trank,,,100,2015,4.3,27
1707,"1,708",Spy Kids 3: Game Over,Robert Rodriguez,,,84,2003,4.3,57
1708,"1,709",Ghost Rider: Spirit of Vengeance,Mark Neveldine,Brian Taylor,,96,2011,4.3,34
1709,"1,710",Stop! Or My Mom Will Shoot,Roger Spottiswoode,,,87,1992,4.3,
1710,"1,711",Ultraviolet,Kurt Wimmer,,,88,2006,4.3,18
1711,"1,712",Inspector Gadget,David Kellogg,,,78,1999,4.2,36
1712,"1,713",Highlander II: The Quickening,Russell Mulcahy,,,91,1991,4.2,31
1713,"1,714",The Legend of Hercules,Renny Harlin,,,99,2014,4.2,22
1714,"1,715",Universal Soldier: The Return,Mic Rodgers,,,83,1999,4.2,24
1715,"1,716",Coolie No. 1,David Dhawan,,,134,2020,4.2,
1716,"1,717",RoboCop 3,Fred Dekker,,,104,1993,4.1,40
1717,"1,718",Torque,Joseph Kahn,,,84,2004,4.1,41
1718,"1,719",Street Fighter,Steven E. de Souza,,,102,1994,4.0,34
1719,"1,720",The Last Airbender,M. Night Shyamalan,,,103,2010,4.0,20
1720,"1,721",Shark Night,David R. Ellis,,,90,2011,4.0,22
1721,"1,722",Speed 2: Cruise Control,Jan de Bont,,,121,1997,3.9,23
1722,"1,723",Escape Plan 2: Hades,Steven C. Miller,,,96,2018,3.9,
1723,"1,724",In the Name of the King: A Dungeon Siege Tale,Uwe Boll,,,127,2007,3.8,15
1724,"1,725",The Avengers,Jeremiah S. Chechik,,,89,1998,3.8,12
1725,"1,726",The Adventures of Pluto Nash,Ron Underwood,,,95,2002,3.8,12
1726,"1,727",Batman & Robin,Joel Schumacher,,,125,1997,3.7,28
1727,"1,728",The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,,,93,2005,3.7,38
1728,"1,729",Superman IV: The Quest for Peace,Sidney J. Furie,,,90,1987,3.7,24
1729,"1,730",Dungeons & Dragons,Courtney Solomon,,,107,2000,3.6,14
1730,"1,731",Mortal Kombat: Annihilation,John R. Leonetti,,,95,1997,3.6,11
1731,"1,732",Crimea,Aleksey Pimanov,,,99,2017,3.6,
1732,"1,733",Barb Wire,David Hogan,,,98,1996,3.5,40
1733,"1,734",Spy Kids 4: All the Time in the World,Robert Rodriguez,,,89,2011,3.5,37
1734,"1,735",Dragon Wars: D-War,Hyung-rae Shim,,,107,2007,3.5,33
1735,"1,736",Catwoman,Pitof,,,104,2004,3.4,27
1736,"1,737",Left Behind,Vic Armstrong,,,110,2014,3.1,12
1737,"1,738",Rollerball,John McTiernan,,,98,2002,3.1,14
