,MovieName,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,GrossCollection,Popularity,Certification
116,District 9,Sharlto Copley,David James,Jason Cope,695547,Action,Sci-Fi,Thriller,115.65M,"1,477",R
117,"Crouching Tiger, Hidden Dragon",Chow Yun-Fat,Michelle Yeoh,Ziyi Zhang,275829,Action,Adventure,Drama,128.08M,"1,763",PG-13
118,A Fistful of Dollars,Clint Eastwood,Gian Maria Volontè,Marianne Koch,223652,Action,Drama,Western,14.50M,"2,117",R
119,Ghost in the Shell,Atsuko Tanaka,Iemasa Kayumi,Akio Ôtsuka,148685,Animation,Action,Crime,0.52M,"2,276",TV-MA
120,The Raid 2,Iko Uwais,Yayan Ruhian,Arifin Putra,127265,Action,Crime,Thriller,2.63M,"3,256",R
121,Hero,Jet Li,Tony Leung Chiu-wai,Maggie Cheung,184538,Action,Adventure,Drama,53.71M,"3,577",PG-13
122,The Wild Bunch,William Holden,Ernest Borgnine,Robert Ryan,87502,Action,Adventure,Drama,12.06M,"3,640",R
123,Letters from Iwo Jima,Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,166389,Action,Adventure,Drama,13.76M,"3,753",R
124,A Taxi Driver,Song Kang-ho,Thomas Kretschmann,Hae-Jin Yoo,27508,Action,Drama,History,1.53M,,Not Rated
125,The Adventures of Robin Hood,Errol Flynn,Olivia de Havilland,Basil Rathbone,52869,Action,Adventure,Romance,3.98M,,PG
126,Baby,Akshay Kumar,Danny Denzongpa,Rana Daggubati,58854,Action,Crime,Thriller,,,Not Rated
127,Airlift,Akshay Kumar,Nimrat Kaur,Kumud Mishra,57871,Action,Drama,History,,,Not Rated
128,Vishwaroopam,Pooja Kumar,Miles Anderson,Kamal Haasan,40560,Action,Thriller,,,,Not Rated
129,Everything Everywhere All at Once,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,452176,Action,Adventure,Comedy,72.86M,56,R
130,The Batman,Robert Pattinson,Zoë Kravitz,Jeffrey Wright,702059,Action,Crime,Drama,369.35M,95,PG-13
131,The Gentlemen,Matthew McConaughey,Charlie Hunnam,Michelle Dockery,361432,Action,Comedy,Crime,36.47M,191,R
132,All Quiet on the Western Front,Felix Kammerer,Albrecht Schuch,Aaron Hilmer,207229,Action,Drama,War,,210,R
133,RRR,N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn,150914,Action,Drama,,14.50M,348,Not Rated
134,Rogue One: A Star Wars Story,Felicity Jones,Diego Luna,Alan Tudyk,658605,Action,Adventure,Sci-Fi,532.18M,378,PG-13
135,Drive,Ryan Gosling,Carey Mulligan,Bryan Cranston,665570,Action,Drama,,35.06M,386,R
136,Dunkirk,Fionn Whitehead,Barry Keoghan,Mark Rylance,683433,Action,Drama,History,188.37M,455,PG-13
137,Apocalypto,Gerardo Taracena,Raoul Max Trujillo,Dalia Hernández,320397,Action,Adventure,Drama,50.87M,551,R
138,Star Wars: Episode VII - The Force Awakens,Daisy Ridley,John Boyega,Oscar Isaac,948108,Action,Adventure,Sci-Fi,936.66M,623,PG-13
139,Ghostbusters,Bill Murray,Dan Aykroyd,Sigourney Weaver,426197,Action,Comedy,Fantasy,238.63M,745,PG
140,Captain America: Civil War,Chris Evans,Robert Downey Jr.,Scarlett Johansson,812997,Action,Sci-Fi,,408.08M,755,PG-13
141,Predator,Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,434954,Action,Adventure,Horror,59.74M,795,R
142,Skyfall,Daniel Craig,Javier Bardem,Naomie Harris,710358,Action,Adventure,Thriller,304.36M,896,PG-13
143,Hot Fuzz,Simon Pegg,Nick Frost,Martin Freeman,517653,Action,Comedy,Mystery,23.64M,996,R
144,Taken,Liam Neeson,Maggie Grace,Famke Janssen,615221,Action,Crime,Thriller,145.00M,"1,126",PG-13
145,Captain America: The Winter Soldier,Chris Evans,Samuel L. Jackson,Scarlett Johansson,867746,Action,Adventure,Sci-Fi,259.77M,"1,156",PG-13
146,The Fugitive,Harrison Ford,Tommy Lee Jones,Sela Ward,304892,Action,Crime,Drama,183.88M,"1,273",PG-13
147,Captain Phillips,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,473885,Action,Biography,Crime,107.10M,"1,295",PG-13
148,The Last Samurai,Tom Cruise,Ken Watanabe,Billy Connolly,452577,Action,Drama,,111.11M,"1,458",R
149,Big Hero 6,Ryan Potter,Scott Adsit,Jamie Chung,477405,Animation,Action,Adventure,222.53M,"1,540",PG
150,I Saw the Devil,Lee Byung-hun,Choi Min-sik,Jeon Gook-hwan,137370,Action,Crime,Horror,0.13M,"1,603",Not Rated
151,Serenity,Nathan Fillion,Gina Torres,Chiwetel Ejiofor,300429,Action,Adventure,Sci-Fi,25.51M,"1,702",PG-13
152,The Fighter,Mark Wahlberg,Christian Bale,Amy Adams,377342,Action,Biography,Drama,93.62M,"1,784",R
153,Thirteen Lives,Viggo Mortensen,Colin Farrell,Joel Edgerton,60904,Action,Adventure,Biography,,"1,859",PG-13
154,How to Train Your Dragon 2,Jay Baruchel,Cate Blanchett,Gerard Butler,348118,Animation,Action,Adventure,177.00M,"2,590",PG
155,The Chaser,Kim Yoon-seok,Ha Jung-woo,Yeong-hie Seo,69265,Action,Crime,Drama,,,Not Rated
156,Ninja Scroll,Kôichi Yamadera,Emi Shinohara,Takeshi Aono,38917,Animation,Action,Adventure,,,Not Rated
157,Batman: Mask of the Phantasm,Kevin Conroy,Dana Delany,Hart Bochner,53600,Animation,Action,Adventure,5.62M,,PG
158,"Aguirre, the Wrath of God",Klaus Kinski,Ruy Guerra,Helena Rojo,59177,Action,Adventure,Biography,,,Not Rated
159,Cowboy Bebop: The Movie,Beau Billingslea,Melissa Fahn,Nicholas Guest,50712,Animation,Action,Crime,1.00M,,TV-14
160,The Killer,Chow Yun-Fat,Danny Lee,Sally Yeh,49613,Action,Crime,Drama,,,R
161,Knockin' on Heaven's Door,Til Schweiger,Jan Josef Liefers,Thierry van Werveke,32124,Action,Crime,Comedy,0.00M,,Not Rated
162,Minnal Murali,Tovino Thomas,Guru Somasundaram,Aju Varghese,31146,Action,Comedy,Drama,,,TV-14
163,Avatar: The Way of Water,Sam Worthington,Zoe Saldana,Sigourney Weaver,393694,Action,Adventure,Fantasy,659.68M,50,PG-13
164,Kingsman: The Secret Service,Colin Firth,Taron Egerton,Samuel L. Jackson,687500,Action,Adventure,Comedy,128.26M,194,R
165,Black Hawk Down,Josh Hartnett,Ewan McGregor,Tom Sizemore,407779,Action,Drama,History,108.64M,316,R
166,Mission: Impossible - Fallout,Tom Cruise,Henry Cavill,Ving Rhames,345533,Action,Adventure,Thriller,220.16M,354,PG-13
167,The Dirty Dozen,Lee Marvin,Ernest Borgnine,Charles Bronson,76215,Action,Adventure,War,45.30M,417,Approved
168,The Count of Monte Cristo,Jim Caviezel,Guy Pearce,Christopher Adamson,142829,Action,Adventure,Drama,54.23M,693,PG-13
169,3:10 to Yuma,Russell Crowe,Christian Bale,Ben Foster,320661,Action,Crime,Drama,53.61M,763,R
170,The Lego Movie,Chris Pratt,Will Ferrell,Elizabeth Banks,370166,Animation,Action,Adventure,257.76M,981,PG
171,Star Trek Into Darkness,Chris Pine,Zachary Quinto,Zoe Saldana,489558,Action,Adventure,Sci-Fi,228.78M,"1,003",PG-13
172,The Last of the Mohicans,Daniel Day-Lewis,Madeleine Stowe,Russell Means,177800,Action,Adventure,Drama,75.51M,"1,050",R
173,Training Day,Denzel Washington,Ethan Hawke,Scott Glenn,450819,Action,Crime,Drama,76.63M,"1,068",R
174,Man on Fire,Denzel Washington,Christopher Walken,Dakota Fanning,372362,Action,Crime,Drama,77.91M,"1,116",R
175,X-Men: First Class,James McAvoy,Michael Fassbender,Jennifer Lawrence,705363,Action,Sci-Fi,,146.41M,"1,168",PG-13
176,The Longest Day,John Wayne,Robert Ryan,Richard Burton,57520,Action,Drama,History,39.10M,"1,384",G
177,The Bourne Supremacy,Matt Damon,Franka Potente,Joan Allen,473912,Action,Mystery,Thriller,176.24M,"1,408",PG-13
178,The Magnificent Seven,Yul Brynner,Steve McQueen,Charles Bronson,98393,Action,Adventure,Drama,4.91M,"1,573",Approved
179,First Blood,Sylvester Stallone,Brian Dennehy,Richard Crenna,262609,Action,Adventure,Thriller,47.21M,"1,596",R
180,Kung Fu Hustle,Stephen Chow,Wah Yuen,Qiu Yuen,144701,Action,Comedy,Fantasy,17.11M,"1,993",R
181,The Boondock Saints,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,243578,Action,Thriller,,0.03M,"2,007",R
182,Dirty Harry,Clint Eastwood,Andrew Robinson,Harry Guardino,161956,Action,Crime,Thriller,35.90M,"2,147",R
183,Goldfinger,Sean Connery,Gert Fröbe,Honor Blackman,195848,Action,Adventure,Thriller,51.08M,"2,381",PG
184,Star Trek II: The Wrath of Khan,William Shatner,Leonard Nimoy,DeForest Kelley,125323,Action,Adventure,Sci-Fi,78.91M,"2,849",PG
185,Bonnie and Clyde,Warren Beatty,Faye Dunaway,Michael J. Pollard,116624,Action,Biography,Crime,,"2,988",R
186,The French Connection,Gene Hackman,Roy Scheider,Fernando Rey,127781,Action,Crime,Drama,15.63M,"3,133",R
187,Run Lola Run,Franka Potente,Moritz Bleibtreu,Herbert Knaup,202456,Action,Crime,Thriller,7.27M,"4,059",R
188,The Man from Nowhere,Won Bin,Kim Sae-ron,Kim Tae-hoon,72046,Action,Crime,Drama,0.01M,"4,301",R
189,Kubo and the Two Strings,Charlize Theron,Art Parkinson,Matthew McConaughey,133790,Animation,Action,Adventure,48.02M,"4,405",PG
190,Badlands,Martin Sheen,Sissy Spacek,Warren Oates,75390,Action,Crime,Drama,,"4,466",PG
191,Ponniyin Selvan: Part I,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,33873,Action,Adventure,Drama,,"4,564",Not Rated
192,Key Largo,Humphrey Bogart,Edward G. Robinson,Lauren Bacall,42586,Action,Crime,Drama,,,Not Rated
193,Scarface,Paul Muni,Ann Dvorak,Karen Morley,29130,Action,Crime,Drama,,,PG
194,Hard Boiled,Chow Yun-Fat,Tony Leung Chiu-wai,Teresa Mo,52178,Action,Crime,Thriller,,,R
195,Joint Security Area,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho,32230,Action,Drama,Thriller,,,Not Rated
196,Dragon Ball Super: Broly,Masako Nozawa,Aya Hisakawa,Ryô Horikawa,29512,Animation,Action,Adventure,30.71M,,PG
197,Eega,Sudeep,Nani,Samantha Ruth Prabhu,25976,Action,Comedy,Drama,,,Not Rated
198,Udta Punjab,Shahid Kapoor,Alia Bhatt,Kareena Kapoor,31419,Action,Crime,Drama,,,Not Rated
199,Raazi,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,32327,Action,Drama,Thriller,,,Not Rated
200,Guardians of the Galaxy Vol. 2,Chris Pratt,Zoe Saldana,Dave Bautista,717613,Action,Adventure,Comedy,389.81M,97,PG-13
201,Deadpool 2,Ryan Reynolds,Josh Brolin,Morena Baccarin,606381,Action,Adventure,Comedy,324.59M,271,R
202,The Fifth Element,Bruce Willis,Milla Jovovich,Gary Oldman,486619,Action,Adventure,Sci-Fi,63.54M,291,PG-13
203,Sicario,Emily Blunt,Josh Brolin,Benicio Del Toro,446910,Action,Crime,Drama,46.89M,407,R
204,300,Gerard Butler,Lena Headey,David Wenham,837205,Action,Drama,,210.61M,415,R
205,Harry Potter and the Half-Blood Prince,Daniel Radcliffe,Emma Watson,Rupert Grint,565026,Action,Adventure,Family,301.96M,474,PG
206,Star Wars: Episode III - Revenge of the Sith,Hayden Christensen,Natalie Portman,Ewan McGregor,812826,Action,Adventure,Fantasy,380.26M,585,PG-13
207,Baby Driver,Ansel Elgort,Jon Bernthal,Jon Hamm,567748,Action,Crime,Drama,107.83M,621,R
208,Watchmen,Jackie Earle Haley,Patrick Wilson,Carla Gugino,563234,Action,Drama,Mystery,107.51M,725,R
209,Incredibles 2,Craig T. Nelson,Holly Hunter,Sarah Vowell,310254,Animation,Action,Adventure,608.58M,938,PG
210,Where Eagles Dare,Richard Burton,Clint Eastwood,Mary Ure,60590,Action,Adventure,War,,961,M
211,RoboCop,Peter Weller,Nancy Allen,Dan O'Herlihy,267838,Action,Crime,Sci-Fi,53.42M,"1,026",R
212,Train to Busan,Gong Yoo,Jung Yu-mi,Ma Dong-seok,235170,Action,Horror,Thriller,2.13M,"1,035",Not Rated
213,Zombieland,Jesse Eisenberg,Emma Stone,Woody Harrelson,596003,Action,Comedy,Horror,75.59M,"1,045",R
214,Kung Fu Panda,Jack Black,Ian McShane,Angelina Jolie,489553,Animation,Action,Adventure,215.43M,"1,140",PG
215,Creed,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,297252,Action,Drama,Sport,109.77M,"1,147",PG-13
216,The Road Warrior,Mel Gibson,Bruce Spence,Michael Preston,186340,Action,Adventure,Sci-Fi,12.47M,"1,183",R
217,Kick-Ass,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,575641,Action,Comedy,Crime,48.07M,"1,187",R
218,Falling Down,Michael Douglas,Robert Duvall,Barbara Hershey,197137,Action,Crime,Drama,40.90M,"1,264",R
219,Minority Report,Tom Cruise,Colin Farrell,Samantha Morton,565702,Action,Crime,Mystery,132.07M,"1,416",PG-13
220,Sherlock Holmes,Robert Downey Jr.,Jude Law,Rachel McAdams,648770,Action,Adventure,Mystery,209.03M,"1,624",PG-13
221,Lethal Weapon,Mel Gibson,Danny Glover,Gary Busey,266614,Action,Crime,Thriller,65.21M,"1,676",R
222,Rise of the Planet of the Apes,James Franco,Andy Serkis,Freida Pinto,540759,Action,Drama,Sci-Fi,176.76M,"1,711",PG-13
223,Battle Royale,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,188498,Action,Adventure,Drama,,"1,752",Not Rated
224,Dawn of the Planet of the Apes,Gary Oldman,Keri Russell,Andy Serkis,452116,Action,Adventure,Drama,208.55M,"1,845",PG-13
225,The Raid: Redemption,Iko Uwais,Ananda George,Ray Sahetapy,210409,Action,Crime,Thriller,4.11M,"1,901",R
226,End of Watch,Jake Gyllenhaal,Michael Peña,Anna Kendrick,256986,Action,Adventure,Crime,41.00M,"2,296",R
227,Enter the Dragon,Bruce Lee,John Saxon,Jim Kelly,107883,Action,Crime,Drama,25.00M,"2,332",R
228,Die Hard with a Vengeance,Bruce Willis,Jeremy Irons,Samuel L. Jackson,396192,Action,Adventure,Thriller,100.01M,"2,819",R
229,Hotel Mumbai,Dev Patel,Armie Hammer,Nazanin Boniadi,67100,Action,Drama,History,9.65M,"3,155",R
230,Only the Brave,Josh Brolin,Miles Teller,Jeff Bridges,73182,Action,Biography,Drama,18.34M,"3,481",PG-13
231,Escape from Alcatraz,Clint Eastwood,Patrick McGoohan,Roberts Blossom,141893,Action,Biography,Crime,43.00M,"3,522",PG
232,Star Trek: First Contact,Patrick Stewart,Jonathan Frakes,Brent Spiner,128901,Action,Adventure,Drama,92.00M,"3,813",PG-13
233,United 93,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,108447,Action,Drama,History,31.57M,,R
234,The Taking of Pelham One Two Three,Walter Matthau,Robert Shaw,Martin Balsam,32983,Action,Crime,Thriller,2.49M,,R
235,Vampire Hunter D: Bloodlust,Andrew Philpot,John Rafter Lee,Pamela Adlon,33533,Animation,Action,Drama,0.15M,,R
236,Fearless,Jet Li,Li Sun,Yong Dong,77458,Action,Biography,Drama,24.63M,,PG-13
237,Pushpa: The Rise - Part 1,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,80580,Action,Crime,Drama,,,UA
238,Ludo,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,41307,Action,Comedy,Crime,,,TV-MA
239,Cell 211,Luis Tosar,Alberto Ammann,Antonio Resines,69223,Action,Adventure,Crime,,,A
240,Evangelion: 1.0 You Are (Not) Alone,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,25780,Animation,Action,Drama,0.11M,,PG-13
241,Lupin III: The Castle of Cagliostro,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,31807,Animation,Action,Adventure,,,U
242,The Boy and the Beast,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,25405,Animation,Action,Adventure,0.45M,,PG-13
243,Mortal World,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,28202,Action,Comedy,Crime,,,
244,The Covenant,Jake Gyllenhaal,Dar Salim,Sean Sagar,49267,Action,Thriller,War,,19,R
245,Indiana Jones and the Temple of Doom,Harrison Ford,Kate Capshaw,Ke Huy Quan,504738,Action,Adventure,,179.87M,203,PG
246,Batman,Michael Keaton,Jack Nicholson,Kim Basinger,387886,Action,Adventure,,251.19M,419,PG-13
247,Harry Potter and the Order of the Phoenix,Daniel Radcliffe,Emma Watson,Rupert Grint,602005,Action,Adventure,Family,292.00M,451,PG-13
248,Scott Pilgrim vs. the World,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,442159,Action,Comedy,Fantasy,31.49M,568,PG-13
249,Fury,Brad Pitt,Shia LaBeouf,Logan Lerman,513170,Action,Drama,War,85.82M,602,R
250,Lone Survivor,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,295798,Action,Biography,Drama,125.10M,641,R
251,The Hunger Games: Catching Fire,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,684433,Action,Adventure,Sci-Fi,424.67M,681,PG-13
252,Total Recall,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,341164,Action,Adventure,Sci-Fi,119.39M,690,R
253,The Warriors,Michael Beck,James Remar,Dorsey Wright,106188,Action,Crime,Thriller,22.49M,846,R
254,Master and Commander: The Far Side of the World,Russell Crowe,Paul Bettany,Billy Boyd,228907,Action,Adventure,Drama,93.93M,"1,057",PG-13
255,Doctor Strange,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,766969,Action,Adventure,Fantasy,232.64M,"1,073",PG-13
256,The Crow,Brandon Lee,Michael Wincott,Rochelle Davis,190546,Action,Crime,Drama,50.69M,"1,174",R
257,Upgrade,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,193339,Action,Sci-Fi,Thriller,11.98M,"1,405",R
258,It's a Mad Mad Mad Mad World,Spencer Tracy,Milton Berle,Ethel Merman,43902,Action,Adventure,Comedy,46.30M,"1,471",G
259,Collateral,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,416428,Action,Crime,Drama,101.01M,"1,500",R
260,The Hunt for Red October,Sean Connery,Alec Baldwin,Scott Glenn,206886,Action,Adventure,Thriller,122.01M,"1,547",PG
261,Source Code,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,531361,Action,Drama,Mystery,54.71M,"1,589",PG-13
262,Munich,Eric Bana,Daniel Craig,Marie-Josée Croze,232253,Action,Drama,History,47.40M,"2,367",R
263,Enemy at the Gates,Jude Law,Ed Harris,Joseph Fiennes,269181,Action,Drama,War,51.40M,"2,403",R
264,Riders of Justice,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,55249,Action,Comedy,Drama,,"2,481",Not Rated
265,Grindhouse,Kurt Russell,Rose McGowan,Danny Trejo,187566,Action,Horror,Thriller,25.04M,"2,718",R
266,Tora! Tora! Tora!,Martin Balsam,Sô Yamamura,Jason Robards,35753,Action,Drama,History,29.55M,"2,771",G
267,Midnight Run,Robert De Niro,Charles Grodin,Yaphet Kotto,89564,Action,Comedy,Crime,38.41M,"2,822",R
268,The Guns of Navarone,David Niven,Gregory Peck,Anthony Quinn,53237,Action,Adventure,Drama,28.90M,"4,759",Not Rated
269,Headhunters,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,104409,Action,Crime,Thriller,1.20M,"4,797",R
270,Police Story,Jackie Chan,Maggie Cheung,Brigitte Lin,39147,Action,Comedy,Crime,0.11M,,PG-13
271,13 Assassins,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,66989,Action,Adventure,Drama,0.80M,,R
272,Ip Man 2,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,108218,Action,Biography,Drama,0.21M,,R
273,House of Flying Daggers,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,114367,Action,Adventure,Drama,11.05M,,PG-13
274,New World,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,25049,Action,Crime,Drama,0.46M,,Not Rated
275,A Bittersweet Life,Lee Byung-hun,Shin Min-a,Yeong-cheol Kim,41529,Action,Crime,Drama,,,Not Rated
276,The Legend of Drunken Master,Jackie Chan,Ho-Sung Pak,Lung Ti,47507,Action,Comedy,,11.55M,,R
277,The Blind Swordsman: Zatoichi,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,50563,Action,Comedy,Crime,0.85M,,R
278,Delhi Belly,Imran Khan,Vir Das,Kunaal Roy Kapur,30985,Action,Comedy,Crime,1.53M,,Not Rated
279,Tanhaji: The Unsung Warrior,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,34291,Action,Biography,Drama,,,Not Rated
280,Mesrine: Killer Instinct,Vincent Cassel,Cécile de France,Gérard Depardieu,34575,Action,Biography,Crime,0.55M,,R
281,Jodhaa Akbar,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,33643,Action,Drama,History,3.44M,,Not Rated
282,Mersal,Joseph Vijay,Nithya Menen,S.J. Suryah,36232,Action,Thriller,,,,Not Rated
283,To Strike,Shaan Shahid,Hamza Ali Abbasi,Shamoon Abbasi,29928,Action,Crime,Drama,,,
284,John Wick,Keanu Reeves,Michael Nyqvist,Alfie Allen,696915,Action,Crime,Thriller,43.04M,68,R
285,John Wick: Chapter 3 - Parabellum,Keanu Reeves,Halle Berry,Ian McShane,392526,Action,Crime,Thriller,171.02M,117,R
286,John Wick: Chapter 2,Keanu Reeves,Riccardo Scamarcio,Ian McShane,478849,Action,Crime,Thriller,92.03M,142,R
287,Shang-Chi and the Legend of the Ten Rings,Simu Liu,Awkwafina,Tony Leung Chiu-wai,403798,Action,Adventure,Fantasy,224.54M,204,PG-13
288,Nobody,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen,287675,Action,Crime,Drama,27.27M,249,R
289,Spider-Man: Homecoming,Tom Holland,Michael Keaton,Robert Downey Jr.,681600,Action,Adventure,Sci-Fi,334.20M,251,PG-13
290,Spider-Man,Tobey Maguire,Kirsten Dunst,Willem Dafoe,839859,Action,Adventure,Sci-Fi,403.71M,261,PG-13
291,Ready Player One,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,454877,Action,Adventure,Sci-Fi,137.69M,586,PG-13
292,Predestination,Ethan Hawke,Sarah Snook,Noah Taylor,291490,Action,Drama,Sci-Fi,0.07M,630,R
293,Mission: Impossible - Rogue Nation,Tom Cruise,Rebecca Ferguson,Jeremy Renner,384510,Action,Adventure,Thriller,195.04M,663,PG-13
294,Spider-Man: Far from Home,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,517443,Action,Adventure,Comedy,390.53M,782,PG-13
295,Mission: Impossible - Ghost Protocol,Tom Cruise,Jeremy Renner,Simon Pegg,502051,Action,Adventure,Thriller,209.40M,790,PG-13
296,The Last Duel,Matt Damon,Adam Driver,Jodie Comer,165967,Action,Drama,History,10.85M,816,R
297,Spider-Man 2,Tobey Maguire,Kirsten Dunst,Alfred Molina,673829,Action,Adventure,Sci-Fi,373.59M,831,PG-13
298,Wonder Woman,Gal Gadot,Chris Pine,Robin Wright,675187,Action,Adventure,Fantasy,412.56M,839,PG-13
299,Superman,Christopher Reeve,Margot Kidder,Gene Hackman,180833,Action,Adventure,Sci-Fi,134.22M,873,PG
300,The Rock,Sean Connery,Nicolas Cage,Ed Harris,347278,Action,Adventure,Thriller,134.07M,916,R
301,Looper,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,587374,Action,Drama,Sci-Fi,66.49M,"1,180",R
302,X2: X-Men United,Patrick Stewart,Hugh Jackman,Halle Berry,561340,Action,Sci-Fi,Thriller,214.95M,"1,495",PG-13
303,Law Abiding Citizen,Gerard Butler,Jamie Foxx,Leslie Bibb,306913,Action,Crime,Drama,73.34M,"1,572",R
304,War for the Planet of the Apes,Andy Serkis,Woody Harrelson,Steve Zahn,267072,Action,Adventure,Drama,146.88M,"1,964",PG-13
305,How to Train Your Dragon: The Hidden World,Jay Baruchel,America Ferrera,F. Murray Abraham,138567,Animation,Action,Adventure,160.80M,"1,968",PG
306,A History of Violence,Viggo Mortensen,Maria Bello,Ed Harris,244904,Action,Crime,Drama,31.49M,"2,034",R
307,Open Range,Kevin Costner,Robert Duvall,Diego Luna,75543,Action,Drama,Romance,58.33M,"3,445",R
308,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.,Jude Law,Jared Harris,466308,Action,Adventure,Mystery,186.85M,"3,491",PG-13
309,Bullitt,Steve McQueen,Jacqueline Bisset,Robert Vaughn,72261,Action,Crime,Thriller,42.30M,"3,724",M/PG
310,Thief,James Caan,Tuesday Weld,Willie Nelson,35005,Action,Crime,Drama,11.49M,"4,159",R
311,Black Dynamite,Michael Jai White,Arsenio Hall,Tommy Davidson,50299,Action,Comedy,,0.23M,"5,000",R
312,Rurouni Kenshin Part I: Origins,Takeru Satoh,Emi Takei,Yû Aoi,27677,Action,Adventure,Drama,,,TV-MA
313,Mission Majnu,Sidharth Malhotra,Rashmika Mandanna,Parmeet Sethi,41707,Action,Drama,History,,,TV-MA
314,Drunken Master,Jackie Chan,Siu-Tin Yuen,Jeong-lee Hwang,41988,Action,Comedy,,,,PG-13
315,Summer Wars,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,30692,Animation,Action,Adventure,0.08M,,PG
316,Mesrine: Public Enemy No. 1,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,30568,Action,Biography,Crime,0.28M,,R
317,Dungeons & Dragons: Honor Among Thieves,Chris Pine,Michelle Rodriguez,Regé-Jean Page,125597,Action,Adventure,Comedy,,7,PG-13
318,Bullet Train,Brad Pitt,Joey King,Aaron Taylor-Johnson,362225,Action,Comedy,Thriller,103.37M,71,R
319,No Time to Die,Daniel Craig,Ana de Armas,Rami Malek,419996,Action,Adventure,Thriller,160.87M,144,PG-13
320,Fast Five,Vin Diesel,Paul Walker,Dwayne Johnson,393205,Action,Crime,Thriller,209.84M,150,PG-13
321,Tenet,John David Washington,Robert Pattinson,Elizabeth Debicki,531923,Action,Sci-Fi,Thriller,58.46M,225,PG-13
322,The Karate Kid,Ralph Macchio,Pat Morita,Elisabeth Shue,233384,Action,Drama,Family,90.82M,236,PG
323,True Lies,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,269484,Action,Comedy,Thriller,146.28M,292,R
324,Starship Troopers,Casper Van Dien,Denise Richards,Dina Meyer,305580,Action,Adventure,Sci-Fi,54.81M,303,R
325,Men in Black,Tommy Lee Jones,Will Smith,Linda Fiorentino,585372,Action,Adventure,Comedy,250.69M,361,PG-13
326,Ant-Man,Paul Rudd,Michael Douglas,Corey Stoll,694123,Action,Comedy,Sci-Fi,180.20M,430,PG-13
327,The Accountant,Ben Affleck,Anna Kendrick,J.K. Simmons,305848,Action,Thriller,,86.26M,503,R
328,The Nice Guys,Russell Crowe,Ryan Gosling,Angourie Rice,343273,Action,Comedy,Crime,36.26M,565,R
329,Black Panther,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,803046,Action,Adventure,Sci-Fi,700.06M,619,PG-13
330,Avengers: Age of Ultron,Robert Downey Jr.,Chris Evans,Mark Ruffalo,886713,Action,Adventure,Sci-Fi,459.01M,647,PG-13
331,X-Men,Patrick Stewart,Hugh Jackman,Ian McKellen,627954,Action,Adventure,Sci-Fi,157.30M,731,PG-13
332,Dawn of the Dead,Sarah Polley,Ving Rhames,Mekhi Phifer,262914,Action,Horror,,59.02M,756,R
